评论,时间,点赞数,标签
网上都是在制造焦虑，实际上根本没那么严重，我中专毕业，一年经验，成都面了8家，拿了7个offer，最高32k，最低27k，32k是外包，还有个30k的自研可以考虑一下，不说了，明天还要两个面试，寒冬年年有，年年都是计算机，结果计算机工资不是还是轻轻松松月入过w， xdm，有一说一，现在不学JAVA，以后就没机会了，趁着现在的红利，狠狠的赚一笔,2023-03-21 15:37:28,3,0
22应届，大数据的，不过我爱写cpp，面试官看上我的coding能力就找我去干了以前完全不会的东西，就是编译器，负责把一些特殊的代码翻译成硬件架构的指令集能够运行的指令，比如英伟达能跑cuda。现在试用期过了，期间改了下招聘网站信息，发现好多猎头找我看不看机会，看起来还是挺有前途的。,2023-02-16 00:27:10,96,0
经济环境影响的，今年初全国都是一样的，北京也几乎没有岗位，先蛰伏吧，没法了，我都7年Java了，985本科学历，一样没有面试,2023-02-17 08:25:34,20,0
任何行业只要大家意识到他很赚钱，过段时间就会饱和。以前互联网的确风光，不要求学历，会一点也要。现在其实学历蛮重要的，进大厂敲门砖。 外卖在大城市也赚钱，现在听说干的人太多也变低了。 其实我比较看好嵌入式，门槛高，还有经验壁垒。年纪越大越吃香。应用层互联网说白了就是搬砖，二年和五年差别没那么大。,2023-02-17 10:12:08,62,0
网上都是在制造焦虑，实际上根本没那么严重，我普通二本，一年经验，上海面了8家，拿了4个offer，最高44k，最低35k[打call][打call] 44k是外包，还有个40k的自研可以考虑一下，不说了，明天还要两个面试，[打call] 寒冬年年有，年年都是计算机，结果计算机工资不是还是轻轻松松月入过w， xdm，有一说一，现在不学JAVA，以后就没机会了，趁着现在的红利，狠狠的赚一笔,2023-02-16 13:06:40,118,0
[藏狐]土木转行去培训的Java，学得还不错都能完成。但是专科学历，培训出来半年了，之前有一份但是疫情没去成，到现在都还没找到工作打算破釜沉舟去广州包装成本科三年试一个月了。不成我去干监理了，这样有时间能学学视频剪辑或者摄影之类的。[微笑][微笑][微笑]最后奉劝有想法的朋友，如果你是本科毕业 + 三年毕业时间。本科学校还不错一本 985 211的可以选择一下，外包还是大概率能进。,2023-02-18 09:01:32,16,0
学了一年Java，已经获得美团外卖核心部门的校招offer了，前景一片光明，大家加油！！！,2023-02-16 12:50:18,74,0
您好up主，我们公司月薪过万诚聘您过来。平时啥也不用干，年会表演一下这首歌就行。如果您当真了当我没说[抱拳][抱拳],2023-02-16 15:07:26,36,0
高三的我决定了就选计算机。除非我死了[打call],2023-03-06 16:51:42,6,0
给你们讲讲我实习前我都学过哪些，spring cloud原生和阿里巴巴，springboot，k8s，docker，kafka，rebbitmq，mysql（看书加写学校结课项目学会的），oracle，radis，设计模式JUC并发（问可以说但是项目里不会用），了解一点点jvm，目前白天实习晚上做谷粒商城，目前大四下半学期，实习的那个业务太变态了，那个sql我还写不出来，他们写好给我我放到dao层，那外连接那子查询，那sql和我小学的作文一样长，我直接停机了,2023-02-16 14:27:57,8,0
我前端，干了两年多，现在在干c#，写winform和AutoCAD，另外领导还想让我写后端[辣眼睛]，画UI(会给学习时间，学习期间任务巨少，让你慢慢学)不逼自己一把，你都不知道你能怎么卷[捂脸]，不出意外这些搞完还得学下Python，估计以后就在工业软件里混了,2023-02-16 16:05:31,44,0
三千工资的前端面试题[微笑][微笑][微笑]不要就不要，没必要这么为难[辣眼睛][辣眼睛],2023-02-16 13:39:15,36,0
科班加培训现在未找到,2023-03-06 16:57:41,9,0
应届 科班 两个国奖项目 成都 只面过了前端 收入8000，看到那些培训班什么毕业月收入1w+的，看着就很生气。,2023-03-11 16:38:31,3,0
"这个突如其来的热门，让我这个想要转行，正在自学码农的社畜鼠躯一震[热词系列_知识增加][辣眼睛]
本科学的热学，好不容易找到对口工作，川普来一首贸易战，散热设计部门寄了，转行做声学，三年疫情，声学产品客户寄了，没活儿了。正在学码农，看来码农也艰难[辣眼睛]",2023-02-16 14:54:04,46,0
其实如果只是编程这个行业卷，其他行业正常的话也不会这样，关键是其他行业也不好过，开发这行又不需要什么证书，同时工资下限比大部分行业要高，用脚投票就都来卷了，门槛肯定高太多,2023-02-16 09:33:00,36,0
"……
去年下半年第一次主动投简历，1年工作经验，平均来算，一周5天，每天12小时，上班老积极了[呲牙]我算是加班时间另算，是1年有2年工作经验的那种[笑哭]
纯粹好奇计算机怎么工作的，迷茫下学了Java,工作一年，自以为有1万二的能力点，只找到份6千的工作。[笑哭]
boss投了100多份简历，第一句被问的就是：全日制本科吗？
我：不是。
⊙∀⊙！没下文了，我特么高中毕业[喜极而泣]培训出来的。感想现在的公司至少给了个工作机会。
自从我发现学的多，会的多，工资不一定搞之后，就正常下班，也不再勤奋提升自己了。（之前加班1年，很多东西觉得暂时无法提升和其他原因就离职了，回家呆了一年学习了一些感兴趣的，和培训学校没教的一些东西）

当初找工作，关系好的同学说是9千，原公司的同学后面加上各种补贴也有1万2一个月（单纯觉得技术比例是可以的，技术上也有点自信），我以为我8千起步不过分，1万二也行，还是过分了，我喊的7千，公司说学历不行，工作经验也才一年。好吧，6千也行。[笑哭]",2023-02-16 11:02:41,61,0
应届考编考公啊友友们，计算机岗位还是挺多的,2023-02-16 17:43:21,16,0
"从22年开始我们部门就只出不进了[tv_doge]
互联网已经进入存量博弈的阶段了
大家快转行吧",2023-02-16 16:01:22,47,0
我在济南找c++ QT岗位，花钱查了一下BOSS回复率0.,2023-02-16 15:39:54,27,0
"兄弟你这是做的比较底层的东西，一直都缺人。

JAVA都是做得一些应用层的东西，工具齐全，入行门槛不高，比不了你那个。",2023-02-16 15:39:37,15,0
"回复 @Kkkkkkkaaaa : llvm还真是挺难的,高级编译器设计看了没?龙书的知识不足以看动llvm源码.
我做游戏的不是搞编译器的,用llvm做过代码混淆.什么数据流,控制流,前端后端,优化.直接把我学蒙蔽了.等有空了再学吧.
有没有前途看你自己,llvm的创始人也愤然离开苹果了,只要你自己卷的开心做什么都又前途.[打call]加油",2023-02-17 15:50:14,6,0
回复 @吃鱼学逆向 :我觉得你认为的编译器可能是编译器前端，解析语法词法，建立抽象语法树那种，我做的属于后端，负责语法树到对应会汇编的转换，有X86汇编，arm汇编，还有各种GPU架构的汇编，每一个架构都对应一个编译器后端。,2023-02-18 06:52:16,4,0
回复 @飞天大处獐 :期望不一样吧[喜极而泣]小点的公司大佬也看不上啊,2023-03-07 10:16:10,1,0
哎,2023-02-20 16:54:53,1,0
卧槽 。,2023-02-17 12:10:52,1,0
但是好像学的更杂更多，工资更低,2023-02-20 16:36:38,3,0
没用的，现在互联网洗脑太厉害了，都认为自己能卷赢，,2023-02-22 14:19:19,2,0
嵌入式目前来看确实比Java好一些,2023-02-22 12:13:36,1,0
[脱单doge]我怀疑你是培训班的拖,2023-02-16 13:46:32,56,0
java真的只有培训班老师在赚钱，java的培训班都快赶上传销了,2023-02-16 14:48:35,37,0
这不挂个课我不是很认可,2023-02-16 13:52:54,32,0
回复 @小可大mo王 : 所以是碰运气了，做了两个号一起投，一个真学历一个假的民教。主要现在专科转行人家首先就pass了。机会都不给的[笑哭][笑哭],2023-02-18 09:31:10,5,0
学历包不了  最多包1下年限  学历如果要求本科的 基本上都要查学信网  很少有不查的,2023-02-18 09:05:01,5,0
学历怎么包装得了啊。。。人家学信网毕业证学位证三连你不就显原形了[惊讶],2023-03-06 05:58:01,0,0
是不是发了黄色马甲[藏狐],2023-02-16 13:50:46,22,0
浙江？道友可否一起跑外卖？[脱单doge],2023-02-16 18:40:26,5,0
看看哥们儿置顶[Hiiro_Hii皮笑脸],2023-02-17 12:27:21,0,0
