评论,时间,点赞数,标签
竟然有我[doge],2023-01-25 11:33:20,1100,0
有时候反差才是亮点[doge],2023-01-26 14:33:46,36,0
那个挂满内裤的朋友，大家都很好奇啊,2023-01-25 12:04:47,78,0
给他们一点小小的震撼,2023-01-26 14:53:30,51,0
瞅了眼油管留言，网民都惊呆了,2023-01-25 12:28:41,169,0
24:07 认领一下，胶纸吊着显卡，[喜极而泣]墙脏是因为住的是公司宿舍（虽然我也有贡献）,2023-01-25 15:02:55,468,0
没有那个典中典的把笔记本装在机箱里实在太可惜了[doge],2023-01-25 12:39:49,125,0
"20:06 是我的机器哈哈
老莱认错啦，我第二张卡是Tesla m40 24gb，不是m60哦~
我买这张卡刚开始是为了跑ai画图的，顺带训练点别的模型玩玩
great wall他看成great wind了哈哈哈
回复弹幕:
-这张卡不用来打游戏，纯推理，我打游戏用上面那张3060
-不怕冷凝水。我把机器放在阳台。我住的地方还可以的。",2023-01-25 15:56:02,463,0
差点忘了安迪看到苦茶子的反应哈哈哈哈,2023-01-25 18:10:27,44,0
23:41 我的笔记本塔式散热被选上了 开心[蛆音娘_卖萌],2023-01-25 11:42:23,1030,0
油管上还有老外还特地说明，前期虽然是将视频搬运至B站，但是每次都是写的转载，所以不存在任何收益,2023-01-26 09:37:52,42,0
老莱没发现第二个洗洁精瓶子中间的是屏幕简直太可惜了，甚至以为是第一个的低配[笑哭],2023-01-26 07:34:54,49,0
投稿,2023-01-25 15:57:51,80,0
4：53 邦邦要火，甚至还是上古版本ksm，但是边上又有chuchu，笑死,2023-01-25 11:35:31,1180,0
我的超级加厚版角铁surface被选上了[星星眼]有发视频哦，感兴趣的可以点进来康康[tv_微笑]，大部分角铁是用角磨机切的，一些细节是上夜班时用加工中心弄得[tv_笑哭],2023-01-25 15:18:56,35,0
本来以为是来看图吧震撼的（虽然后面也有），结果前十分钟基本上都是在看富哥展示自己身家的冰山一角[无语],2023-01-26 07:34:47,27,0
Chinese New Year，好评，压根不是Lunar New Year，毕竟我们不过纯阴历，是阴阳合历。,2023-01-25 11:22:42,46,0
笑死,2023-01-25 18:43:47,53,0
"老莱居然用的是Chinese new year，他真的，我哭死
现在已经被pua到觉得用Luna new year都不错了的程度了[笑哭]",2023-01-25 12:03:47,980,0
"@LinusTechTips 感谢建议。
独显可玩3A，瓶盖开机，旋钮调节风扇转速顺便带上了RGB，新作出炉。
【洗洁精，但是RGB-哔哩哔哩】 https://b23.tv/iRDo0JE",2023-02-17 10:20:29,9,0
还就那个逮到,2023-01-25 11:34:43,8,0
